tileswide 50
tileshigh 50
tilewidth 16
tileheight 16

layer 0
0,1,1,1,1,1,1,1,4,5,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,
72,100,100,100,100,100,100,100,100,29,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,
72,100,100,99,100,100,99,100,100,29,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,
72,100,100,100,100,100,100,100,100,29,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,
72,100,100,100,100,100,100,99,99,29,150,150,150,150,150,150,150,150,150,78,78,78,150,150,150,150,150,150,150,150,150,78,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,
72,99,99,99,99,99,99,99,99,29,150,150,150,150,150,150,150,150,78,78,150,150,150,150,150,150,150,150,150,150,150,78,78,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,
120,124,124,124,124,124,124,124,124,125,150,150,150,150,150,150,150,78,150,150,150,150,150,150,150,150,150,150,78,78,150,150,78,150,150,150,150,78,150,150,150,150,150,150,150,150,150,150,150,150,
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,78,150,150,150,150,150,150,150,150,150,78,78,150,150,150,150,78,150,150,150,78,150,150,150,150,150,150,150,150,150,150,150,150,
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,78,150,150,150,150,150,150,150,150,150,78,78,78,150,150,150,78,78,150,78,78,150,150,150,150,150,150,150,150,150,150,150,150,
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,78,150,78,78,78,78,78,150,78,78,150,150,78,150,150,150,150,78,78,78,150,150,150,150,150,150,150,150,150,150,150,150,150,
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,78,150,150,150,150,78,78,78,78,150,78,78,78,78,78,150,150,150,78,150,150,150,150,150,150,150,150,150,150,150,150,150,150,
